stock,name,sector,industry,ticker,p/e,d/e_market,d/e,Sales Growth 5yr cagr,3-5yr Average ROA (%),3-5yr Average ROE (%),ROE,ROA,ROCE (3yr avg),NFAT,NFAT (3yr avg),NPM,DPR,Retention Ratio,Dep,SSGR,Av NPM (over 3 years),Au NFA/T (over 3 years),Av Dep%NFA (over 3 years),Au Retention ratio (over 3 years),Interest coverage,tax %,cPAT,CFO,cCFO,cCFO/cPAT,p/a,EY,Earnings Growth 5yr cagr,,PEG,no. shares (cr),Current Price,market cap,p/s,NFA + CWIP,Capex,Capex_from_cashflow_statement,FCF,FCF%,FCF_capex_from_cashflow,FCF%_capex_from_cashflow,DV,Mcap (cr),d/e decreasing trend 5 yrs,Sales cagr >15%,npm >8%,Tax payout >25%,Interest coverage >3,d/e <0.5,CFO >0,cCFO > PAT,p/e <10,peg <1,EY >7%,p/b <3,DV >3%,EY >7,sgr > Sales growth (very linear),FCF/CFO,Market Cap,Net Income,Total Revenue,Total Assets,Total Liabilities,Total Stockholders Equity,Total Debt,Cash and Cash Equivalents,Current Assets,Current Liabilities,Working Capital,Operating Cash Flow,Capital Expenditure,Dividends Paid,Depreciation & Amortization,Interest Expense,Income Tax Expense,Shares Outstanding,Net Fixed Assets,Construction in Progress,Net Debt,insidersPercentHeld,institutionsPercentHeld,institutionsFloatPercentHeld,institutionsCount,current,Normalized EBIT,Normalized Net Income,high,low,mean,median,Research Asset,R&D Amortization,Adjusted EBIT (R&D),Adjusted Book Equity (R&D),Adjusted D/E (R&D),Adjusted Invested Capital (R&D),Adjusted ROC (R&D),Adjusted ROE (R&D)
PFS.NS,PTC India Financial Services Limited,Financial Services,Credit Services,PFS.NS,8.00,1.16,1.13,-15.79,2.63,7.38,8.20,3.56,4.64,23.57,28.23,28.49,-1.00,101.00,26.76,785.52,28.49,28.23,26.76,-1.00,133.80,22.07,6835920000.00,11392200000.00,83108871000.00,12.16,3.33,8.77,18.72,,0.43,64.23,38.54,24753587128.32,6.18,216900000.00,29000000.00,40200000.00,11363200000.00,523.53,11352000000.00,523.01,-1.00,2480.42,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1.00,24804151296.00,2170500000.00,5544100000.00,56825900000.00,29282700000.00,25387400000.00,28609400000.00,-1.00,23681900000.00,11555100000.00,12126800000.00,11392200000.00,40200000.00,-1.00,65600000.00,14800000.00,614700000.00,642283008.00,216900000.00,0.00,-1.00,0.00,0.71,0.71,10.00,38.54,2436046000.00,1845357333.33,,,,,,,,,,,,
PLASTIBLEN.NS,Plastiblends India Limited,Basic Materials,Specialty Chemicals,PLASTIBLEN.NS,15.63,0.01,0.01,2.99,6.42,7.86,8.03,6.76,9.99,4.51,4.41,4.03,34.00,66.00,8.81,2.90,4.03,4.41,8.81,66.00,29.05,25.55,1315175000.00,88609000.00,1346789000.00,1.02,6.93,6.79,-3.04,,-5.14,2.60,189.65,4928851780.00,0.64,1734549000.00,125305000.00,113966000.00,-36696000.00,-10.97,-25357000.00,-7.58,2.24,493.33,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.41,4933251584.00,334424000.00,7804535000.00,5068832000.00,793317000.00,4054103000.00,47880000.00,128955000.00,3057547000.00,507755000.00,2549792000.00,88609000.00,113966000.00,110454000.00,152234000.00,12650000.00,114777000.00,25989200.00,1709273000.00,25276000.00,-81075000.00,0.69,0.00,0.00,1.00,189.65,440393666.67,316061666.67,,,,,,,,,,,,
PREMIERPOL.NS,Premier Polyfilm Ltd.,Basic Materials,Specialty Chemicals,PREMIERPOL.NS,208.54,-1.00,-1.00,7.62,13.90,22.01,24.49,17.47,25.24,5.56,5.68,6.56,6.69,93.31,9.75,25.01,6.56,5.68,9.75,93.31,30.84,24.95,680600000.00,231100000.00,550700000.00,0.81,19.53,4.96,38.47,,5.42,10.47,50.05,5242337100.00,1.72,567500000.00,98100000.00,94300000.00,133000000.00,51.15,136800000.00,52.62,0.30,524.96,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.58,5249644544.00,260000000.00,3013900000.00,1644600000.00,465900000.00,944300000.00,-1.00,70700000.00,950200000.00,381100000.00,569100000.00,231100000.00,94300000.00,15700000.00,50700000.00,11600000.00,86400000.00,104742000.00,563600000.00,3900000.00,-1.00,0.80,0.00,0.00,0.00,50.05,274700000.00,194266666.67,,,,,,,,,,,,
BSOFT.NS,Birlasoft Limited,Technology,Information Technology Services,BSOFT.NS,21.84,0.01,0.05,9.18,13.32,17.25,15.85,12.32,21.47,24.49,22.52,9.45,30.77,69.23,36.81,110.49,9.45,22.52,36.81,69.23,26.63,25.84,19357420000.00,5875210000.00,21473660000.00,1.11,13.16,5.03,3.88,,5.63,27.80,369.60,102738817843.20,1.93,2403380000.00,1108470000.00,485880000.00,4766740000.00,92.24,5389330000.00,104.29,1.75,10287.41,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.81,102874095616.00,5167600000.00,53752390000.00,44623900000.00,9841620000.00,30441250000.00,1509970000.00,15240000.00,31632350000.00,7853860000.00,23778490000.00,5875210000.00,485880000.00,1795820000.00,857090000.00,234380000.00,1800740000.00,277972992.00,2354520000.00,48860000.00,1494730000.00,0.41,0.35,0.59,66.00,369.60,6786613333.33,4907013333.33,450.00,339.00,403.07,410.00,,,,,,,,
PSPPROJECT.NS,PSP Projects Limited,Industrials,Engineering & Construction,PSPPROJECT.NS,123.49,0.10,0.30,13.10,5.91,12.46,5.31,2.57,19.27,7.95,8.31,4.67,10.48,89.52,20.89,13.83,4.67,8.31,20.89,89.52,2.41,27.43,4779842000.00,527101000.00,212758000.00,0.04,2.77,2.06,-32.37,,-3.82,3.96,691.55,27414286790.00,1.14,3114951000.00,576328000.00,679629000.00,-49227000.00,-8.73,-152528000.00,-27.04,-1.00,2741.43,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.09,27414286336.00,564180000.00,25121257000.00,23530657000.00,11441254000.00,9148699000.00,2715301000.00,1209010000.00,17793380000.00,11228201000.00,6565179000.00,527101000.00,679629000.00,-1.00,726514000.00,442239000.00,219127000.00,39641800.00,3087280000.00,27671000.00,1506291000.00,0.71,0.08,0.29,12.00,691.55,1842345333.33,1037773000.00,881.00,510.00,681.33,679.00,,,,,,,,
QUESS.NS,Quess Corp Limited,Industrials,Staffing & Employment Services,QUESS.NS,83.04,0.03,0.04,3.01,3.06,7.15,2.36,1.01,7.53,41.26,29.79,1.21,141.53,-41.53,32.81,-47.83,1.21,29.79,32.81,-41.53,5.73,-9.79,7892990000.00,3804770000.00,19298810000.00,2.45,0.73,1.15,-42.64,,-1.95,14.91,266.55,39738604617.60,0.26,1008770000.00,-4891210000.00,17010000.00,8695980000.00,1898.60,3787760000.00,826.99,3.74,3973.86,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2.29,39738601472.00,458020000.00,149671990000.00,28118280000.00,17258410000.00,27989930000.00,1128860000.00,808950000.00,18961950000.00,14105780000.00,4856170000.00,3804770000.00,17010000.00,1485150000.00,412100000.00,385980000.00,-40920000.00,149084992.00,1008770000.00,0.00,319910000.00,0.63,0.18,0.50,34.00,266.55,2199160000.00,1826913333.33,453.00,334.00,382.44,385.00,,,,,,,,
DATAMATICS.NS,Datamatics Global Services Limited,Technology,Information Technology Services,DATAMATICS.NS,27.86,0.03,0.15,12.79,13.96,17.68,15.81,11.65,18.99,13.08,12.48,12.54,11.08,88.92,31.56,107.69,12.54,12.48,31.56,88.92,18.25,17.57,7496100000.00,2237200000.00,7204400000.00,0.96,14.01,3.47,9.13,,3.05,5.91,998.25,59002963800.00,3.28,-1.00,-1.00,359100000.00,-1.00,-1.00,1878100000.00,91.61,0.50,5900.30,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,-1.00,59002961920.00,2050200000.00,17233600000.00,20564000000.00,6999900000.00,12290000000.00,1899200000.00,694500000.00,8902400000.00,2891000000.00,6011400000.00,2237200000.00,359100000.00,295100000.00,487500000.00,99300000.00,437900000.00,59106400.00,1477000000.00,-1.00,1204700000.00,0.79,0.00,0.02,8.00,998.25,2526100000.00,1973766666.67,940.00,940.00,940.00,940.00,703636000.00,249536000.00,2592300000.00,12993636000.00,0.15,14198336000.00,15.05,15.78
RAMCOIND.NS,Ramco Industries Limited,Industrials,Building Products & Equipment,RAMCOIND.NS,13.11,0.10,0.06,4.28,4.03,4.58,4.36,3.87,3.40,2.89,2.78,8.85,6.27,93.73,6.23,16.83,8.85,2.78,6.23,93.73,10.40,33.95,7134722000.00,1322441000.00,3119425000.00,0.44,3.97,6.69,-16.80,,-0.78,8.68,311.50,27041035896.00,1.64,5705443000.00,282048000.00,300862000.00,1040393000.00,57.51,1021579000.00,56.47,0.24,2704.10,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.79,27041036288.00,1809087000.00,16521124000.00,47826732000.00,5499848000.00,40608964000.00,2580394000.00,8903000.00,8669001000.00,4131507000.00,4537494000.00,1322441000.00,300862000.00,65107000.00,359569000.00,138499000.00,481349000.00,86809104.00,5635955000.00,69488000.00,2571491000.00,0.64,0.04,0.12,7.00,311.50,1414463000.00,1368752000.00,,,,,,,,,,,,
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,Basic Materials,Steel,RATNAVEER.NS,15.90,0.25,0.77,27.84,7.15,20.49,15.03,7.42,21.02,5.48,8.89,5.23,0.00,100.00,9.85,36.65,5.23,8.89,9.85,100.00,5.47,22.82,1123850000.00,949280000.00,922400000.00,0.82,9.07,6.02,68.27,,0.23,5.30,146.60,7777042040.00,0.82,2938750000.00,1802430000.00,1381190000.00,-853150000.00,-182.24,-431910000.00,-92.26,0.00,777.70,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,-0.90,7777042432.00,468150000.00,8918780000.00,7462620000.00,3753440000.00,2521140000.00,1951170000.00,708680000.00,4955710000.00,3051660000.00,1904050000.00,949280000.00,1381190000.00,0.00,170920000.00,126780000.00,138380000.00,53049400.00,2400720000.00,538030000.00,1242490000.00,0.59,0.01,0.03,1.00,146.60,554610000.00,343030000.00,,,,,,,,,,,,
RAYMONDLSL.NS,Raymond Lifestyle Limited,Consumer Cyclical,Apparel Manufacturing,RAYMONDLSL.NS,168.67,0.33,0.24,285.18,14.11,24.25,0.40,0.28,10.99,2.49,5.28,23.15,78.56,21.44,20.66,5.56,23.15,5.28,20.66,21.44,0.82,36.36,27333533000.00,4043000000.00,4500559000.00,0.16,0.29,0.54,38.36,,4.40,6.09,1153.70,70267021460.00,1.10,27658300000.00,7268300000.00,2192000000.00,-3225300000.00,-844.54,1851000000.00,484.68,0.85,7027.00,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-0.80,70270017536.00,381900000.00,61264600000.00,138360000000.00,42483500000.00,96621600000.00,22895100000.00,81200000.00,44372400000.00,29542200000.00,14830200000.00,4043000000.00,2192000000.00,600000000.00,3213500000.00,2029700000.00,218200000.00,60905800.00,26307800000.00,1350500000.00,22813900000.00,0.59,0.12,0.30,33.00,1153.70,3758864333.33,9063101000.00,1856.00,1425.00,1640.50,1640.50,,,,,,,,
RELIANCE.NS,Reliance Industries Limited,Energy,Oil & Gas Refining & Marketing,RELIANCE.NS,23.01,0.20,0.47,11.50,4.06,8.89,8.51,3.76,9.15,1.19,1.27,7.51,8.69,91.31,6.62,2.08,7.51,1.27,6.62,91.31,4.63,23.80,2666760000000.00,1787030000000.00,5631770000000.00,2.11,3.97,3.72,3.82,,6.03,1353.25,1384.90,18741159205683.20,1.92,10225220000000.00,1467560000000.00,1399670000000.00,319470000000.00,45.87,387360000000.00,55.62,0.36,1874115.90,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.18,18741159002112.00,696480000000.00,9646930000000.00,19501210000000.00,9404930000000.00,7934810000000.00,3695750000000.00,571480000000.00,4992700000000.00,4537370000000.00,455330000000.00,1787030000000.00,1399670000000.00,67660000000.00,531360000000.00,242690000000.00,252300000000.00,13532499968.00,8528120000000.00,1697100000000.00,3124270000000.00,0.50,0.29,0.57,397.00,1384.90,1237116666666.66,686570000000.00,1850.00,1300.00,1635.91,1650.00,,,,,,,,
ROSSELLIND.NS,Rossell India Limited,Industrials,Conglomerates,ROSSELLIND.NS,12.80,0.34,0.29,-15.38,3.46,6.24,8.09,4.48,8.39,0.75,0.93,6.53,65.21,34.79,3.20,-1.10,6.53,0.93,3.20,34.79,5.60,6.59,781502000.00,325800000.00,958145000.00,1.23,3.44,7.82,-13.91,,-0.92,3.77,66.82,2518880130.00,1.30,2288200000.00,-330610000.00,161800000.00,656410000.00,333.37,164000000.00,83.29,0.23,253.09,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,2.01,2530907648.00,196900000.00,1773500000.00,3071300000.00,1172600000.00,2968598000.00,862200000.00,126200000.00,664500000.00,720600000.00,-56100000.00,325800000.00,161800000.00,5700000.00,46700000.00,38200000.00,13900000.00,37696500.00,2186200000.00,102000000.00,736000000.00,0.79,0.02,0.11,1.00,66.82,231425666.67,160461666.67,,,,,31315400.00,9848400.00,249000000.00,2999913400.00,0.29,3735913400.00,6.23,6.56
CAPITALSFB.NS,Capital Small Finance Bank Limited,Financial Services,Banks—Regional,CAPITALSFB.NS,10.06,0.24,0.27,17.04,1.19,12.87,10.38,1.36,0.00,5.79,5.08,26.24,3.86,96.14,21.72,106.32,26.24,5.08,21.72,96.14,0.00,26.20,3993377000.00,2794945000.00,2595272000.00,0.65,1.42,9.79,28.07,,0.36,4.52,297.05,13440591645.00,2.97,877485000.00,210086000.00,211922000.00,2584859000.00,196.35,2583023000.00,196.21,0.40,1344.06,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.92,13440590848.00,1316472000.00,4961981000.00,101075126000.00,87673772000.00,11974177000.00,3205800000.00,0.00,0.00,0.00,0.00,2794945000.00,211922000.00,54059000.00,169895000.00,4983049000.00,458800000.00,45246900.00,877485000.00,0.00,0.00,0.37,0.24,0.38,9.00,297.05,0.00,1122562333.33,425.00,340.00,382.50,382.50,,,,,,,,
RPPL.NS,Rajshree Polypack Limited,Consumer Cyclical,Packaging & Containers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSSOFTWARE.NS,R S Software (India) Limited,Technology,Information Technology Services,RSSOFTWARE.NS,261.21,0.00,0.01,27.70,8.98,13.11,16.76,12.36,8.96,20.07,15.59,6.20,-1.00,101.00,100.00,-2.37,6.20,15.59,100.00,-1.00,95.89,0.00,35639000.00,81457000.00,235326000.00,6.60,12.77,4.62,-1.00,,-1.00,2.58,73.14,1889293968.00,4.08,24089000.00,35640000.00,82910000.00,45817000.00,52.49,-1453000.00,-1.66,0.34,188.93,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.56,1889293952.00,87285000.00,573207000.00,728850000.00,141863000.00,481866000.00,5477000.00,110131000.00,579280000.00,119816000.00,459464000.00,81457000.00,82910000.00,6427000.00,44587000.00,967000.00,0.00,25831200.00,24089000.00,0.00,-104654000.00,0.47,0.00,0.00,1.00,73.14,66036333.33,62302000.00,,,,,,,,,,,,
RUBFILA.NS,Rubfila International Limited,Basic Materials,Specialty Chemicals,RUBFILA.NS,13.81,0.00,0.00,5.08,8.35,10.26,10.43,8.55,12.03,3.22,2.88,5.49,28.12,71.88,5.81,5.54,5.49,2.88,5.81,71.88,273.78,25.97,1254331000.00,253957000.00,1186294000.00,0.95,8.92,7.23,-12.51,,-1.10,5.43,75.00,4070062500.00,0.74,1734981000.00,112352000.00,71702000.00,141605000.00,48.10,182255000.00,61.91,1.60,407.01,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.56,4070062592.00,294385000.00,5504128000.00,3584471000.00,644276000.00,2706270000.00,11043000.00,18929000.00,1844197000.00,355650000.00,1488547000.00,253957000.00,71702000.00,65121000.00,108198000.00,1233000.00,103263000.00,54267500.00,1688346000.00,46635000.00,-7886000.00,0.64,0.00,0.00,0.00,75.00,360695666.67,269299666.67,,,,,,,,,,,,
RUPA.NS,Rupa & Company Limited,Consumer Cyclical,Apparel Manufacturing,RUPA.NS,19.53,0.16,0.25,-5.64,6.59,10.91,8.43,5.63,11.35,4.92,4.92,5.75,35.74,64.26,6.17,11.99,5.75,4.92,6.17,64.26,5.62,26.23,3986422000.00,586160000.00,2830556000.00,0.71,5.76,5.44,-24.28,,-0.80,7.95,192.36,15297352056.00,1.26,2481462000.00,84689000.00,77864000.00,501471000.00,60.21,508296000.00,61.03,1.56,1529.74,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.86,15297351680.00,832921000.00,12340610000.00,15116161000.00,4941027000.00,9580391000.00,2379201000.00,495888000.00,12092007000.00,4621072000.00,7470935000.00,586160000.00,77864000.00,238574000.00,144913000.00,207733000.00,296213000.00,79524600.00,2441097000.00,40365000.00,1883313000.00,0.73,0.04,0.17,7.00,192.36,1136342000.00,689337666.67,223.00,223.00,223.00,223.00,,,,,,,,
RUSHIL.NS,Rushil Décor Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",RUSHIL.NS,31.55,0.40,0.50,13.33,5.49,13.86,8.18,4.11,13.29,1.34,1.33,6.64,3.36,96.64,4.44,4.12,6.64,1.33,4.44,96.64,2.74,23.44,1916690000.00,1081410000.00,2573455000.00,1.34,4.37,7.12,19.85,,1.59,29.34,23.03,6757393325.76,0.79,7189700000.00,1122167000.00,1082890000.00,-40757000.00,-8.48,-1480000.00,-0.31,0.41,675.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,-0.04,6757393408.00,480840000.00,8979440000.00,12390540000.00,6027030000.00,5427807000.00,2716640000.00,673140000.00,5007520000.00,3819800000.00,1187720000.00,1081410000.00,1082890000.00,27490000.00,300080000.00,276450000.00,146620000.00,293416992.00,7114920000.00,74780000.00,2043500000.00,0.58,0.00,0.00,0.00,23.03,1014061666.67,562881000.00,,,,,0.00,0.00,901830000.00,5427807000.00,0.50,7471307000.00,9.24,8.86
SANDHAR.NS,Sandhar Technologies Limited,Consumer Cyclical,Auto Parts,SANDHAR.NS,18.45,0.36,0.91,19.23,4.58,10.89,13.14,5.43,13.00,2.87,2.72,3.10,15.38,84.62,11.79,-4.65,3.10,2.72,11.79,84.62,3.76,23.27,3801173000.00,2469695000.00,8783112000.00,2.31,5.84,5.46,36.47,,0.51,6.02,430.70,25924134490.00,0.64,14181544000.00,1682267000.00,3161777000.00,787428000.00,55.59,-692082000.00,-48.86,0.75,2592.41,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.32,25924134912.00,1416424000.00,38845022000.00,27900008000.00,16506996000.00,10165919000.00,9237534000.00,675975000.00,11541243000.00,12218434000.00,-677191000.00,2469695000.00,3161777000.00,195620000.00,1706012000.00,566089000.00,429512000.00,60190700.00,13531126000.00,650418000.00,8561559000.00,0.70,0.16,0.55,13.00,430.70,1924458666.67,1081295333.33,600.00,517.00,558.50,558.50,18747600.00,6793200.00,2412025000.00,10184666600.00,0.91,18746225600.00,9.87,13.91
SBFC.NS,SBFC Finance Limited,Financial Services,Credit Services,SBFC.NS,32.37,0.45,1.89,44.54,3.11,9.26,11.57,4.41,6.20,34.31,30.59,25.58,0.00,100.00,38.47,744.00,25.58,30.59,38.47,100.00,7.96,24.73,7966600000.00,-14150090000.00,-46364130000.00,-5.82,4.89,2.93,74.29,,0.44,109.08,108.11,117929626110.72,14.50,447130000.00,232720000.00,117230000.00,-14382810000.00,-416.53,-14267320000.00,-413.19,0.00,11796.10,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1.02,117960982528.00,3452990000.00,12373170000.00,85957570000.00,54056840000.00,27780660000.00,52643180000.00,560000.00,32375540000.00,18479770000.00,13895770000.00,-14150090000.00,117230000.00,0.00,168080000.00,698990000.00,1134340000.00,1090829952.00,441890000.00,5240000.00,52642620000.00,0.63,0.21,0.56,32.00,108.11,3528026666.67,2440463333.33,130.00,105.00,124.25,127.00,,,,,,,,
SBICARD.NS,SBI Cards and Payment Services Limited,Financial Services,Credit Services,SBICARD.NS,41.34,0.58,3.72,19.73,4.46,20.83,14.82,3.10,0.00,44.57,33.91,17.42,13.16,86.84,43.47,469.56,17.42,33.91,43.47,86.84,0.00,25.74,81989000000.00,-21404600000.00,-188558100000.00,-2.30,3.29,2.47,5.50,,7.52,95.15,815.70,776161389600.00,7.58,2270500000.00,-646500000.00,557600000.00,-20758100000.00,-108.32,-21962200000.00,-114.60,0.37,77616.14,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.97,776161394688.00,19164100000.00,148255100000.00,655458000000.00,517640800000.00,120840300000.00,449466100000.00,0.00,0.00,0.00,0.00,-21404600000.00,557600000.00,2871100000.00,1468200000.00,31784000000.00,6642700000.00,951528000.00,2269000000.00,1500000.00,0.00,0.69,0.22,0.71,146.00,815.70,0.00,21942533333.33,1025.00,675.00,879.00,914.00,,,,,,,,
SCHAND.NS,S Chand And Company Limited,Communication Services,Publishing,SCHAND.NS,13.06,0.16,0.11,14.75,5.01,6.80,6.58,5.00,9.19,5.62,5.42,9.44,17.64,82.36,36.92,5.20,9.44,5.42,36.92,82.36,7.19,35.12,1973900000.00,998900000.00,4086000000.00,2.07,4.99,9.29,78.12,,0.17,3.52,193.92,6835602432.00,0.96,1384640000.00,631180000.00,246750000.00,367720000.00,57.88,752150000.00,118.38,1.55,685.07,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.37,6850670080.00,635350000.00,7196560000.00,12655980000.00,2758580000.00,9410390000.00,1081900000.00,123090000.00,5995460000.00,2165550000.00,3829910000.00,998900000.00,246750000.00,105650000.00,423010000.00,128990000.00,326040000.00,35249600.00,1382590000.00,2050000.00,958810000.00,0.57,0.03,0.07,2.00,193.92,918816666.67,620683333.33,286.00,286.00,286.00,286.00,,,,,,,,
SEAMECLTD.NS,Seamec Limited,Industrials,Marine Shipping,SEAMECLTD.NS,20.38,0.10,0.25,22.74,6.45,9.23,9.34,6.43,8.88,0.96,0.99,12.66,-1.00,101.00,20.96,-8.34,12.66,0.99,20.96,-1.00,5.40,17.72,3255383000.00,2985211000.00,5957400000.00,1.83,6.37,3.81,2.51,,8.13,2.54,925.05,23519396250.00,3.63,6396020000.00,673373000.00,538815000.00,2311838000.00,257.97,2446396000.00,272.99,-1.00,2351.94,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.77,23519395840.00,896158000.00,6455440000.00,13791758000.00,3724225000.00,9114244000.00,2305616000.00,740000.00,3679645000.00,2185742000.00,1493903000.00,2985211000.00,538815000.00,-1.00,1306150000.00,154945000.00,189287000.00,25425000.00,6396020000.00,0.00,2304876000.00,0.78,0.07,0.30,8.00,925.05,976759666.67,807758333.33,,,,,,,,,,,,
SELAN.NS,Antelopus Selan Energy Limited,Energy,Oil & Gas E&P,SELAN.NS,11.94,0.00,0.01,49.53,9.61,11.59,17.13,13.95,12.76,0.81,0.74,24.86,-1.00,101.00,14.86,3.61,24.86,0.74,14.86,-1.00,70.11,24.30,1474922000.00,1257400000.00,2229996000.00,1.51,15.27,3.81,95.34,,0.13,3.52,552.25,19418435400.00,7.93,-1.00,-1.00,802400000.00,-1.00,-1.00,455000000.00,61.50,-1.00,1944.65,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,-1.00,19446489088.00,739800000.00,2580800000.00,5760300000.00,1062900000.00,3937682000.00,40100000.00,34000000.00,2118100000.00,272600000.00,1845500000.00,1257400000.00,802400000.00,-1.00,512900000.00,12000000.00,237500000.00,35162400.00,3358500000.00,-1.00,6100000.00,0.16,0.01,0.02,5.00,552.25,621132333.33,458560666.67,,,,,,,,,,,,
GANESHHOUC.NS,Ganesh Housing Limited,Real Estate,Real Estate—Development,GANESHHOUC.NS,12.80,0.00,0.02,37.36,21.91,26.11,33.16,29.12,32.97,2.04,2.61,43.50,9.84,90.16,1.68,100.82,43.50,2.61,1.68,90.16,201.33,25.40,12294718000.00,-3694267000.00,-6653999000.00,-0.54,33.81,8.10,79.17,,0.16,8.34,885.70,73855958012.80,8.24,9311648000.00,4140302000.00,2167321000.00,-7834569000.00,-131.00,-5861588000.00,-98.01,1.24,7385.60,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2.12,73855959040.00,5980600000.00,9597618000.00,23383292000.00,2817352000.00,15502621000.00,274192000.00,227876000.00,15406908000.00,2559321000.00,12847587000.00,-3694267000.00,2167321000.00,917281000.00,74317000.00,38337000.00,2036755000.00,83387104.00,5713487000.00,3598161000.00,46316000.00,0.84,0.00,0.03,10.00,885.70,5590820000.00,3862814333.33,,,,,,,,,,,,
SHANKARA.NS,Shankara Building Products Limited,Consumer Cyclical,Home Improvement Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
